old exposure,new exposure,cost incr,cost decr,profit,net profit
14138.0,187676.11412350534,6594.4557030219,0.007252399001245201,2946.5149917390336,-3647.947963681868
20814.0,0.024281882398349695,0.007866037015298113,686.8700657432613,0.004528571067292218,-686.8734032092093
87225.0,0.036223185877046905,0.008153111762815503,4448.480556944798,0.007020053422971692,-4448.481690003138
81667.0,0.10182372007082865,0.011323268617667609,1633.3477363040681,0.015243010894603051,-1633.343816561791
64714.0,0.038659070312559704,0.00862247468859162,2717.993568847651,0.0041945091289127285,-2717.997996813211
6974.0,282187.54470212135,4953.850607586603,0.008579864001645513,7873.032497189187,2919.1733097385827
79180.0,0.022493164669779624,0.0074634932424297975,4275.722540591182,0.004255706755522305,-4275.725748377669
72200.0,0.039904915280324346,0.010521106887543564,2166.006343705974,0.005722364851198511,-2166.01114244801
68342.0,0.023226734240593825,0.007822954536783912,2186.9513268900196,0.0043968207917444106,-2186.9547530237646
46799.0,262879.45861657476,9507.546594577,0.008327918293456216,23501.423600321785,13993.868677826493
37732.0,0.04619527841487737,0.005122853688438885,2414.841940105329,0.00920209946024357,-2414.837860859557
58288.0,0.03583033681632127,0.008794625748071527,2622.965409502401,0.009455625885827186,-2622.9647485022633
59642.0,0.06801207716836401,0.005293088033576244,3339.951781799874,0.00538655651173443,-3339.951688331396
63524.0,0.04380031628254937,0.006118856213246054,3303.249762336323,0.005768501654411753,-3303.250112690882
49735.0,0.04357698499731479,0.009951488996246854,1690.998092371383,0.010885530852329236,-1690.997158329527
51966.0,189433.15960192983,5911.092032632334,0.006956980307430171,68688.46367165975,62777.364682047104
26555.0,144570.6709205229,3068.4166375030577,0.009528421651320682,10784.972050671007,7716.545884746298
13956.0,0.031914330398375754,0.0067047628784925855,893.1919520664732,0.006360526048396288,-893.1922963033032
83059.0,83059.0320005742,0.01824954263773667,0.022347191022857,10315.931774471315,10315.891177737654
70970.0,0.05510969445722621,0.007974677663637436,2058.136378356702,0.014036439178255514,-2058.1303165951877
47988.0,0.05841735683015924,0.007873153570295305,2159.466651923045,-0.004579920775484483,-2159.4791049973906
86958.0,0.012167184899245238,0.0073604176945391364,2608.74808352875,0.0010123097836172038,-2608.754431636661
93723.0,0.05997409362376331,0.008608216268700156,1593.2974394905311,0.030538808473220276,-1593.2755088983265
93453.0,266427.45859860035,6746.012779976577,0.0070265753960530326,329570.76628646866,322824.7464799167
86923.0,295997.5605138901,6481.318967311427,0.007549297812207313,2663.9780446250106,-3817.348471984228
67019.0,0.04295851820827416,0.007317287333980085,1675.4826599089856,0.004725437002910158,-1675.4852517593167
67669.0,0.10602560611805896,0.0046151148671876,3721.7935956398687,0.008153369110478733,-3721.7900573856255
44931.0,0.03188605065657632,0.005604685579245855,2606.001081608896,0.00550672094839073,-2606.0011795735268
62166.0,0.026931082107438113,0.00702634710176707,3667.8011172648953,0.003996572584743816,-3667.8041470394123
93163.0,182279.52975458335,3386.436114551238,0.007856563295340091,8403.086321686293,5016.642350571759
65472.0,0.39820933049434865,0.010774506502953422,1243.9684508589953,0.05383790148283593,-1243.9253874640153
5772.0,0.025302751713093246,0.006521024444047453,398.27629767744736,0.010703063974638442,-398.2721156379168
74106.0,0.025795894158229322,0.006595103729351219,4668.680531721791,0.004279538840850245,-4668.68284728668
67091.0,0.34905391573491235,0.007828922770661356,3287.4503148177478,0.02883185343970376,-3287.4293118870787
12900.0,0.033696561319648884,0.005869163337425621,619.209420501526,0.007446940051642404,-619.2078427248117
37279.0,168946.26216500317,5793.368321542222,0.006612582715692463,36931.65290926969,31138.277975144752
37951.0,0.3708549073827407,0.007730259117148757,1024.6727016639456,0.0370484052475358,-1024.6433835178152
67153.0,0.08397786822490373,0.007400097942941956,3156.1954615716095,0.015888612668151784,-3156.186973056884
48439.0,48439.195455924026,0.01994840838527085,0.012266502290142568,8055.438204320165,8055.40598940949
40483.0,97198.33061655912,2211.9055799717485,0.008203962349336796,19118.911632277184,16906.997848343086
72094.0,0.034568458607972495,0.0042055587570358245,4325.634547868092,0.005012426498156012,-4325.633741000352
1748.0,4.104413926702063,0.021123591045948915,69.77242153818192,0.41865022052361034,-69.37489490870425
11040.0,11037.680793002251,0.01224609655427879,0.09579035950424199,2155.6590588733397,2155.551022417281
31421.0,90422.22277309353,2183.0531750291984,0.010348916273819559,27099.54016509613,24916.476641150657
27989.0,0.27089163953785866,0.006443469573010657,923.638446411877,0.013490403648985362,-923.631399477801
68430.0,149085.3908437196,2822.94339714528,0.0060628483793254175,4487.470264395959,1664.5208044022997
26399.0,0.044821071693966784,0.006613544366162863,1663.143782976456,0.008408433049788168,-1663.1419880877722
55472.0,0.03443565553641205,0.010141130253847917,1553.2240324844927,0.00814403253436145,-1553.2260295822123
88536.0,0.026871968191095524,0.007915671692412498,3364.374798452289,0.005543687037823007,-3364.3771704369433
41691.0,0.0738376365402264,0.008081414950281444,2334.6998139959305,0.010640003425446626,-2334.6972554074555
28205.0,159953.80545204034,4479.469658768837,0.009232902304919589,22697.44499364452,18217.966101973376
10457.0,0.08355134319245858,0.007737047001463001,501.94136225063414,0.018799052218303178,-501.9303002454173
86416.0,0.032199871703930336,0.0073623770438708954,2592.487485668932,0.004182763334340551,-2592.4906652826417
64555.0,194386.8427131938,4154.625787773143,0.00815088535625996,3129.62816768242,-1025.0057709760795
50179.0,31295.786540917084,0.004568466050356745,1019.6885516217194,4418.965059577492,3399.2719394897226
41027.0,0.03593185293355839,0.008888645451553035,1682.1162228123244,0.009902818668488694,-1682.1152086391075
