old exposure,new exposure,cost incr,cost decr,profit,net profit
90729.0,0.15476536894066575,0.0058516593849768615,1996.0378772475333,0.0029250654729785826,-1996.0408038414453
47397.0,47400.28294471666,0.05571291742505737,0.005177293229229776,1862.8311197273647,1862.7702295167103
58753.0,94807.74162914391,973.481028056075,0.006518444460102908,6778.753526483789,5805.265979983254
86991.0,86991.06975049892,0.01448090514581444,0.007457041107939662,8742.602509925142,8742.58057197889
99303.0,196142.01908827687,3098.8551761158888,0.002754442855310274,196.14201908827687,-2902.7159114704673
52786.0,0.2375205358141049,0.004814167665007942,2903.222131966228,0.013894951345125136,-2903.213051182548
90214.0,90213.73004314446,0.007929300174553866,0.011298369957506549,4447.536891127022,4447.51766345689
89136.0,2.3881198050490906,0.005269877364323598,4189.28394601336,0.22137870592805073,-4189.067837184796
35981.0,35980.996572284195,0.006230945303075455,0.012834157007367517,471.35105509692295,471.3319899946125
98634.0,0.4598078473769105,0.004853925977336433,5622.117574994035,0.03586501209539902,-5622.086563907917
17099.0,147784.45949984144,6403.592349252734,0.005329970704189128,11837.5352059373,5433.937526713862
72846.0,72846.00761104567,0.008807206133361889,0.009233194809586728,10941.47034317906,10941.452302778118
81244.0,0.04677177730084267,0.004198696243138179,5524.589767978059,0.001683783982830336,-5524.592282890319
38708.0,0.0677956258158051,0.004610754217887158,2361.188752619579,0.002616911156490077,-2361.1907464626406
28067.0,0.08039540213827147,0.006641438707772921,813.9458450552037,0.011078486414653808,-813.9414080074968
99972.0,218909.73122850622,5709.014674439893,0.005360930696409662,69919.76815438489,64210.74811901429
13786.0,0.20124925024549548,0.004860232428552418,882.2974839343701,0.015717566444173197,-882.2866266003545
67498.0,67497.36456122699,0.004721506549566513,0.03088647291056985,3361.368755149104,3361.333147169644
77459.0,77461.8930468069,0.14041604727909932,0.005089418129344365,7513.803625540269,7513.658120074861
56532.0,83794.17998485995,1008.7046781975122,0.006691172436681008,14387.460703400451,13378.749334030503
22083.0,0.008626080379529253,0.004625979747064636,397.5004205656968,-0.0006780099178309992,-397.5057245553617
59401.0,0.010880065345212821,0.004943764097963894,1960.23762867821,-0.00020998526116260745,-1960.2427824275692
78581.0,0.015204268431708417,0.005242809974638045,3457.571938640841,0.007828677815486663,-3457.569352773
95002.0,229738.97588615355,8623.163788283357,0.003999591974031632,279546.3858582717,270923.21807039634
98023.0,96230.88991048813,0.004312836972097166,71.68963868320489,2232.556645923324,2160.862694403147
24774.0,0.24170965151570833,0.0056017513272954775,644.1229165148548,0.0081214442909278,-644.1203968218911
35221.0,35222.41098482704,0.049119670517565904,0.005978683878749928,757.2818361737812,757.2267378193849
18059.0,18058.1051675662,0.005420385164688024,0.03446213752245723,1298.3777615480096,1298.3378790253225
9781.0,0.04893585375175894,0.007051842062174819,176.06196273091595,0.0007193570501508565,-176.06829521592798
37062.0,0.05946924185305213,0.005467122737446952,1260.1104264895484,0.0022836188871572013,-1260.1136099933988
9094.0,0.228629598321216,0.00600917839649661,418.31930917501467,0.02400610782372768,-418.30131224558744
28410.0,70610.28198917693,1730.216349004231,0.005102665455321157,16275.669998505286,14545.4485468356
48967.0,0.164097823845127,0.00433385560890644,1860.74552934532,-0.0006235717306114825,-1860.7504867726595
74999.0,0.09699059192334755,0.005624526406710272,1574.9808708283854,0.002647843159507388,-1574.9838475116326
53679.0,0.12872923306912984,0.005736948124709803,1556.6914340449086,0.01190745405889451,-1556.6852635389744
25004.0,234248.74062551805,7532.816032540404,0.004700880642025323,44764.9343335365,37232.11360011545
33422.0,0.21617424029686638,0.007923703332457758,501.32930960072446,0.005750234791896646,-501.331483069265
68231.0,0.22763138296414262,0.0041398565682711575,3616.235836372785,0.022421691221968045,-3616.217554538131
74798.0,140505.51651614934,1117.0316077014174,0.006647799655317981,15301.050748608663,14184.01249310759
36945.0,36945.10070036365,0.011174404787832147,0.008062657112070666,5087.340366440075,5087.321129378175
24485.0,0.09269847673047804,0.005712493167921402,514.1882736309591,0.0035688913541234045,-514.1904172327729
16907.0,0.21930470747397982,0.006209305566020226,371.954431304429,0.016382061648306294,-371.94425854834674
98255.0,125233.00388262724,782.3686321322253,0.004174341360690948,18547.007875017094,17764.63506854351
86685.0,86685.69663892343,0.03752262540274964,0.008062302486793033,25927.691864701992,25927.6462797741
56119.0,0.1653247957414324,0.004026338520170864,2020.2837238750988,-0.0015540530799694648,-2020.289304266699
19517.0,0.0683478390456899,0.005611124159651169,741.6484829889521,0.001995756900134145,-741.6520983562116
61451.0,0.20831157404610381,0.005539221277366733,1966.4296759437232,0.014456823238799604,-1966.4207583417617
48632.0,222489.6950644673,2607.8700940451695,0.006581439222805636,19712.5869827118,17104.710307227408
68468.0,68467.74324326348,0.006474615726015574,0.019189296940485778,1650.07261216265,1650.0469482499834
41772.0,41770.60713437781,0.006834519588403712,0.050086036473099046,2004.9891424501348,2004.932221894073
18942.0,6423.694194412704,0.007371251936147077,363.03469341006996,718.8113803547816,355.76931569277554
84341.0,84341.39323253564,0.023555008877567608,0.0042146577258247025,10711.356940532029,10711.329170865425
81642.0,0.1891638921426309,0.004337943732898363,3347.3190235926445,0.003556281172281461,-3347.319805255205
87842.0,0.1247558994833023,0.005924946781270039,2898.789341030984,0.0039672376035690135,-2898.7912987401614
30836.0,30834.94157994987,0.004964469618891234,0.05819103961166425,3351.758149740551,3351.6949942313204
90057.0,221087.38048706058,4717.099039524437,0.004567894191956751,33118.88959696167,28401.78598954304
94043.0,0.08754505445114655,0.005865093115231047,4984.275251062199,0.005384020848745513,-4984.275732134465
